,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
3715,232106281,724,,AUTO THEFT,A7,12,0,2023-12-30 20:01:00+00,2023,12,Saturday ,20,,BENNINGTON ST,42.38594535190156,-71.0090239793628,"(42.385945351901555, -71.0090239793628)"
3722,232105849,301,,ROBBERY,E5,563,0,2023-12-29 05:20:00+00,2023,12,Friday   ,5,,GRANFIELD AVE,42.28968344790996,-71.12257056255228,"(42.28968344790996, -71.12257056255228)"
3736,232015075,801,,ASSAULT - SIMPLE,A1,,0,2023-02-25 16:23:00+00,2023,2,Saturday ,16,,LEGENDS WAY,42.36643498675068,-71.06135455979765,"(42.366434986750676, -71.06135455979765)"
3740,232015112,423,,ASSAULT - AGGRAVATED,E13,579,0,2023-02-25 19:31:00+00,2023,2,Saturday ,19,,CENTRE ST,42.322837167271935,-71.10096784597471,"(42.322837167271935, -71.10096784597471)"
3764,232106016,423,,ASSAULT - AGGRAVATED,C11,332,1,2023-12-29 20:22:00+00,2023,12,Friday   ,20,,HANCOCK ST,42.313193352610014,-71.06500889002469,"(42.313193352610014, -71.06500889002469)"
3765,232105871,801,,ASSAULT - SIMPLE,B3,465,0,2023-12-29 11:20:00+00,2023,12,Friday   ,11,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
3794,232045970,801,,ASSAULT - SIMPLE,A1,93,0,2023-06-12 02:24:00+00,2023,6,Monday   ,2,,NORTH ST,42.36062697853513,-71.05601843631275,"(42.36062697853513, -71.05601843631275)"
3799,232075273,801,,ASSAULT - SIMPLE,C6,,0,2023-09-17 18:15:00+00,2023,9,Sunday   ,18,,"COLONEL MICHAEL J. MCDONOUGH WAY & OLD COLONY AVE
",42.328429476866944,-71.05257245578507,"(42.328429476866944, -71.05257245578507)"
3819,232076002,724,,AUTO THEFT,C11,355,0,2023-09-18 20:00:00+00,2023,9,Monday   ,20,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
3833,232089632,801,,ASSAULT - SIMPLE,A1,126,0,2023-11-04 16:49:00+00,2023,11,Saturday ,16,,FAYETTE ST,42.34898029575199,-71.06729570745424,"(42.34898029575199, -71.06729570745424)"
3837,232089592,724,,AUTO THEFT,C11,355,0,2023-11-04 16:22:00+00,2023,11,Saturday ,16,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
3870,232106124,423,,ASSAULT - AGGRAVATED,E18,496,0,2023-12-30 09:31:00+00,2023,12,Saturday ,9,,HYDE PARK AVE,42.26701046863793,-71.12096250389341,"(42.26701046863793, -71.12096250389341)"
3887,232086851,423,,ASSAULT - AGGRAVATED,C11,356,0,2023-10-27 07:25:00+00,2023,10,Friday   ,7,,DORCHESTER AVE,42.29919647170326,-71.06047032650575,"(42.29919647170326, -71.06047032650575)"
3890,232090021,727,,AUTO THEFT - LEASED/RENTED VEHICLE,C6,200,0,2023-07-05 17:39:00+00,2023,7,Wednesday,17,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
3912,232045928,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,355,0,2023-06-11 21:33:00+00,2023,6,Sunday   ,21,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
3918,242005327,801,,ASSAULT - SIMPLE,D4,143,0,2024-01-20 11:59:00+00,2024,1,Saturday ,11,,HUNTINGTON AVE,42.34749853876142,-71.07925557290004,"(42.34749853876142, -71.07925557290004)"
3933,242005497,801,,ASSAULT - SIMPLE,A1,73,0,2024-01-21 02:00:00+00,2024,1,Sunday   ,2,,CENTER PLZ,42.359883244725545,-71.06016233751131,"(42.359883244725545, -71.06016233751131)"
3937,242005728,801,,ASSAULT - SIMPLE,A7,23,0,2024-01-22 01:53:00+00,2024,1,Monday   ,1,,BENNINGTON ST,42.3754693221924,-71.03730257165637,"(42.375469322192394, -71.03730257165637)"
3945,242005719,724,,AUTO THEFT,D4,179,0,2024-01-22 00:43:00+00,2024,1,Monday   ,0,,MASSACHUSETTS AVE,42.33285539138052,-71.07262471309046,"(42.33285539138052, -71.07262471309046)"
3955,242011460,423,,ASSAULT - AGGRAVATED,C11,358,0,2024-02-11 13:11:00+00,2024,2,Sunday   ,13,,LARCHMONT ST,42.29703321420118,-71.06860722903322,"(42.29703321420118, -71.06860722903322)"
3963,242062002,801,,ASSAULT - SIMPLE,E18,520,0,2024-07-26 18:00:00+00,2024,7,Friday   ,18,,HYDE PARK AVE,42.256215542554976,-71.12402029533455,"(42.256215542554976, -71.12402029533455)"
3964,242005363,423,,ASSAULT - AGGRAVATED,D4,630,0,2024-01-20 01:15:00+00,2024,1,Saturday ,1,,BEACON ST,42.34705249851691,-71.1037312754516,"(42.34705249851691, -71.1037312754516)"
3980,242005457,801,,ASSAULT - SIMPLE,A1,61,0,2024-01-20 22:30:00+00,2024,1,Saturday ,22,,LEGENDS WAY,42.36643498675068,-71.06135455979765,"(42.366434986750676, -71.06135455979765)"
3985,242005450,724,,AUTO THEFT,B2,282,0,2024-01-20 08:30:00+00,2024,1,Saturday ,8,,WASHINGTON ST,42.32866239451696,-71.08563458516488,"(42.32866239451696, -71.08563458516488)"
3988,242011573,423,,ASSAULT - AGGRAVATED,D4,130,0,2024-02-11 21:27:00+00,2024,2,Sunday   ,21,,EXETER ST,42.34828714155172,-71.07891824290168,"(42.348287141551715, -71.07891824290168)"
3993,242011547,301,,ROBBERY,A1,65,0,2024-02-11 17:55:00+00,2024,2,Sunday   ,17,,STANIFORD ST,42.363041018758565,-71.06382478326262,"(42.363041018758565, -71.06382478326262)"
4003,242010896,724,,AUTO THEFT,B3,465,0,2024-01-16 09:00:00+00,2024,1,Tuesday  ,9,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
4004,242011242,423,,ASSAULT - AGGRAVATED,D4,162,0,2024-02-10 14:27:00+00,2024,2,Saturday ,14,,HARRISON AVE,42.34493380657585,-71.06366422309003,"(42.34493380657585, -71.06366422309003)"
4031,242012190,724,,AUTO THEFT,C11,254,0,2024-02-13 21:28:00+00,2024,2,Tuesday  ,21,,DORCHESTER AVE,42.30947567671176,-71.05800143476625,"(42.30947567671176, -71.05800143476625)"
4035,242011971,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,A1,77,0,2024-02-12 23:00:00+00,2024,2,Monday   ,23,,SUDBURY ST,,,
4038,242012097,423,,ASSAULT - AGGRAVATED,E13,578,0,2024-02-13 13:45:00+00,2024,2,Tuesday  ,13,,SHERIDAN ST,42.32008129273964,-71.10663288752929,"(42.32008129273964, -71.10663288752929)"
4090,252035307,423,,ASSAULT - AGGRAVATED,D4,620,0,2025-05-04 12:14:00+00,2025,5,Sunday   ,12,,BURBANK ST,42.34430069958068,-71.08761884635432,"(42.34430069958068, -71.08761884635432)"
4111,232090198,801,,ASSAULT - SIMPLE,A7,26,0,2023-11-06 15:00:00+00,2023,11,Monday   ,15,,BORDER ST,42.37382704784248,-71.04052495666849,"(42.373827047842475, -71.04052495666849)"
4118,232106227,801,,ASSAULT - SIMPLE,B3,476,0,2023-12-30 04:20:00+00,2023,12,Saturday ,4,,CUMMINS HIGHWAY,,,
4143,232089884,801,,ASSAULT - SIMPLE,D4,138,0,2023-11-05 11:30:00+00,2023,11,Sunday   ,11,,BOYLSTON ST,42.34932426228881,-71.08014852728094,"(42.34932426228881, -71.08014852728094)"
4144,232037987,801,,ASSAULT - SIMPLE,C11,,0,2023-05-15 20:14:00+00,2023,5,Monday   ,20,,NOTTINGHAM ST,42.30116765274758,-71.07347631374898,"(42.30116765274758, -71.07347631374898)"
4149,232038023,423,,ASSAULT - AGGRAVATED,D4,,0,2023-05-15 23:44:00+00,2023,5,Monday   ,23,,ALBANY ST,42.334287947313456,-71.07239570643029,"(42.334287947313456, -71.07239570643029)"
4150,232037977,801,,ASSAULT - SIMPLE,D4,166,0,2023-05-15 19:07:00+00,2023,5,Monday   ,19,,"WASHINGTON ST & MONSIGNOR REYNOLDS WAY
BOSTON, MA ",42.34077952917625,-71.07067054230416,"(42.34077952917625, -71.07067054230416)"
4151,232089814,724,,AUTO THEFT,C6,200,0,2023-10-10 07:00:00+00,2023,10,Tuesday  ,7,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
4157,242011526,724,,AUTO THEFT,D4,167,0,2024-02-11 16:15:00+00,2024,2,Sunday   ,16,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
4158,242011400,301,,ROBBERY,A1,61,0,2024-02-11 03:30:00+00,2024,2,Sunday   ,3,,CAUSEWAY ST,42.365374320180834,-71.06154205203151,"(42.365374320180834, -71.06154205203151)"
4164,242011480,801,,ASSAULT - SIMPLE,B3,455,0,2024-02-11 13:34:00+00,2024,2,Sunday   ,13,,TRINITY TER,42.30129189354834,-71.07807041519199,"(42.30129189354834, -71.07807041519199)"
4171,242011002,724,,AUTO THEFT,A1,125,0,2024-02-09 17:43:00+00,2024,2,Friday   ,17,,STUART ST,42.35064391779997,-71.06811631995143,"(42.35064391779997, -71.06811631995143)"
4174,242011037,801,,ASSAULT - SIMPLE,C11,460,0,2024-02-09 18:13:00+00,2024,2,Friday   ,18,,WASHINGTON ST,42.30511746576951,-71.08019148999509,"(42.30511746576951, -71.08019148999509)"
4180,242011069,301,,ROBBERY,A1,102,0,2024-02-09 21:08:00+00,2024,2,Friday   ,21,,TREMONT ST,42.35637483072652,-71.06213558826234,"(42.35637483072652, -71.06213558826234)"
4182,242011167,724,,AUTO THEFT,E5,691,0,2024-02-10 11:07:00+00,2024,2,Saturday ,11,,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
4187,242011327,423,,ASSAULT - AGGRAVATED,C6,914,0,2024-02-10 19:37:00+00,2024,2,Saturday ,19,,DR. MICHAEL GAVIN WAY,42.32614510350161,-71.05349195045416,"(42.32614510350161, -71.05349195045416)"
4196,242011388,801,,ASSAULT - SIMPLE,C6,206,0,2024-02-11 02:42:00+00,2024,2,Sunday   ,2,,NORTHERN AVE,42.353635057373246,-71.04739613159,"(42.353635057373246, -71.04739613159)"
4198,242011950,423,,ASSAULT - AGGRAVATED,B2,181,0,2024-02-13 02:05:00+00,2024,2,Tuesday  ,2,,SHIRLEY ST,42.32429926912853,-71.07034938820614,"(42.324299269128524, -71.07034938820614)"
4206,242011880,801,,ASSAULT - SIMPLE,C11,362,0,2024-02-12 18:57:00+00,2024,2,Monday   ,18,,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
4209,242011777,801,,ASSAULT - SIMPLE,E13,645,0,2024-02-12 15:10:00+00,2024,2,Monday   ,15,,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
4210,242011793,301,,ROBBERY,C11,356,0,2024-02-12 16:46:00+00,2024,2,Monday   ,16,,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
4214,242011563,801,,ASSAULT - SIMPLE,A1,123,0,2024-02-11 20:43:00+00,2024,2,Sunday   ,20,,WASHINGTON ST,42.34997208975044,-71.06348864456444,"(42.34997208975044, -71.06348864456444)"
4232,232014735,801,,ASSAULT - SIMPLE,E13,645,0,2023-02-24 00:00:00+00,2023,2,Friday   ,0,,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
4233,232014937,724,,AUTO THEFT,E13,574,0,2023-02-24 21:23:00+00,2023,2,Friday   ,21,,WASHINGTON ST,42.30971815419562,-71.10429497557632,"(42.30971815419562, -71.10429497557632)"
4240,242084384,801,,ASSAULT - SIMPLE,E13,577,0,2024-10-03 09:31:00+00,2024,10,Thursday ,9,,ATHERTON ST,42.31768118619641,-71.10064853507019,"(42.31768118619641, -71.10064853507019)"
4261,242005677,801,,ASSAULT - SIMPLE,B2,327,0,2024-01-21 01:00:00+00,2024,1,Sunday   ,1,,SARGENT ST,42.31598333223788,-71.07385521521886,"(42.31598333223788, -71.07385521521886)"
4266,232006898,423,,ASSAULT - AGGRAVATED,B3,428,0,2023-01-26 10:46:00+00,2023,1,Thursday ,10,,MORTON ST,42.28187017401512,-71.08751220128951,"(42.28187017401512, -71.08751220128951)"
4272,232006709,801,,ASSAULT - SIMPLE,A1,111,0,2023-01-26 09:11:00+00,2023,1,Thursday ,9,,BOYLSTON STREET,,,
4291,232005809,724,,AUTO THEFT,D14,778,0,2023-01-22 21:00:00+00,2023,1,Sunday   ,21,,WASHINGTON ST,42.34905564195639,-71.1504991731562,"(42.34905564195639, -71.1504991731562)"
4294,232005838,724,,AUTO THEFT,D4,,0,2023-01-23 02:02:00+00,2023,1,Monday   ,2,,COMMONWEALTH AVE,42.34957133857421,-71.10209361658754,"(42.34957133857421, -71.10209361658754)"
4297,232005715,301,,ROBBERY,E18,,0,2023-01-22 13:28:00+00,2023,1,Sunday   ,13,,FAIRLAWN AVE,42.26788749585532,-71.1006708622387,"(42.26788749585532, -71.1006708622387)"
4312,232005709,724,,AUTO THEFT,E13,,0,2023-01-22 12:30:00+00,2023,1,Sunday   ,12,,ROBINWOOD AVE,42.31623978582344,-71.11267076864674,"(42.31623978582344, -71.11267076864674)"
4327,232074352,801,,ASSAULT - SIMPLE,C6,177,0,2023-09-14 14:06:00+00,2023,9,Thursday ,14,,MASSACHUSETTS AVE,42.33152102171209,-71.07085359964749,"(42.33152102171209, -71.07085359964749)"
4353,232028697,423,,ASSAULT - AGGRAVATED,E13,,0,2023-04-13 18:29:00+00,2023,4,Thursday ,18,,BRAGDON ST,42.31925801602777,-71.10003284620421,"(42.31925801602777, -71.10003284620421)"
4371,232072593,301,,ROBBERY,C11,350,0,2023-09-08 14:10:00+00,2023,9,Friday   ,14,,DORCHESTER AVE,42.30254191387178,-71.05956747421165,"(42.30254191387178, -71.05956747421165)"
4382,232072472,301,,ROBBERY,A1,65,0,2023-09-08 07:34:00+00,2023,9,Friday   ,7,,BLOSSOM ST,42.36169673335025,-71.06685923614592,"(42.36169673335025, -71.06685923614592)"
4385,232072604,724,,AUTO THEFT,C11,355,0,2023-09-08 15:12:00+00,2023,9,Friday   ,15,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
4392,232072621,801,,ASSAULT - SIMPLE,A15,900,0,2023-09-08 15:36:00+00,2023,9,Friday   ,15,,O'BRIEN CT,42.37794142789868,-71.05507359090792,"(42.37794142789868, -71.05507359090792)"
4402,232038147,801,,ASSAULT - SIMPLE,A1,,0,2023-05-10 12:00:00+00,2023,5,Wednesday,12,,SUMMER ST,42.353324157540285,-71.05727682056602,"(42.353324157540285, -71.05727682056602)"
4406,232038175,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,355,0,2023-05-16 00:00:00+00,2023,5,Tuesday  ,0,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
4412,232038302,301,,ROBBERY,B2,,0,2023-05-16 19:54:00+00,2023,5,Tuesday  ,19,,CEDRIC ST,42.32571362847446,-71.0713177091066,"(42.32571362847446, -71.0713177091066)"
4428,232000268,724,,AUTO THEFT,E5,691,0,2023-01-01 11:00:00+00,2023,1,Sunday   ,11,,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
4432,232000469,724,,AUTO THEFT,B3,465,0,2023-01-02 21:03:00+00,2023,1,Monday   ,21,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
4467,232106250,801,,ASSAULT - SIMPLE,A1,111,0,2023-12-30 17:38:00+00,2023,12,Saturday ,17,,TREMONT ST,42.35594191306203,-71.06258379228247,"(42.35594191306203, -71.06258379228247)"
4481,232106219,724,,AUTO THEFT,C11,254,0,2023-12-30 14:42:00+00,2023,12,Saturday ,14,,DORCHESTER AVE,42.30947567671176,-71.05800143476625,"(42.30947567671176, -71.05800143476625)"
4502,232040351,423,,ASSAULT - AGGRAVATED,B3,,0,2023-05-23 15:33:00+00,2023,5,Tuesday  ,15,,RIVER ST,42.27222762298229,-71.07006215464861,"(42.27222762298229, -71.07006215464861)"
4508,232037955,423,,ASSAULT - AGGRAVATED,B3,469,0,2023-05-15 00:00:00+00,2023,5,Monday   ,0,,TENNIS RD,42.2761564913392,-71.0955037433664,"(42.2761564913392, -71.0955037433664)"
4517,232037825,724,,AUTO THEFT,C6,200,0,2023-05-12 20:00:00+00,2023,5,Friday   ,20,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
4523,242004111,801,,ASSAULT - SIMPLE,A7,12,0,2024-01-15 20:00:00+00,2024,1,Monday   ,20,,"SARATOGA ST & TRIDENT ST
BOSTON, MA 02128
UNITED S",42.38611847261632,-71.01085830876428,"(42.38611847261632, -71.01085830876428)"
4548,232106148,801,,ASSAULT - SIMPLE,C11,402,0,2023-12-30 11:13:00+00,2023,12,Saturday ,11,,DORCHESTER AVE,42.285259775052346,-71.06444125443188,"(42.285259775052346, -71.06444125443188)"
4590,242005434,423,,ASSAULT - AGGRAVATED,B2,182,0,2024-01-20 19:11:00+00,2024,1,Saturday ,19,,ROBEY ST,42.32223621120743,-71.06835358818007,"(42.322236211207425, -71.06835358818007)"
4604,242005373,801,,ASSAULT - SIMPLE,C6,913,0,2024-01-20 15:34:00+00,2024,1,Saturday ,15,,MOUNT VERNON ST,42.31893227418375,-71.04541713788458,"(42.31893227418375, -71.04541713788458)"
4615,242006624,801,,ASSAULT - SIMPLE,D4,143,0,2024-01-25 10:02:00+00,2024,1,Thursday ,10,,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
4616,240040982,801,,ASSAULT - SIMPLE,D4,937,0,2024-01-25 04:46:00+00,2024,1,Thursday ,4,,SHAWMUT AVENUE,,,
4620,242005729,423,,ASSAULT - AGGRAVATED,B2,181,0,2024-01-22 02:11:00+00,2024,1,Monday   ,2,,GEORGE ST,42.32512231744924,-71.07198886311095,"(42.32512231744924, -71.07198886311095)"
4625,242005720,801,,ASSAULT - SIMPLE,E13,912,0,2024-01-22 00:46:00+00,2024,1,Monday   ,0,,PARKER ST,42.324694005644446,-71.10087963314848,"(42.324694005644446, -71.10087963314848)"
4664,242011968,724,,AUTO THEFT,B3,465,0,2024-02-13 07:08:00+00,2024,2,Tuesday  ,7,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
4668,242012170,801,,ASSAULT - SIMPLE,D14,807,0,2024-02-13 20:22:00+00,2024,2,Tuesday  ,20,,ANTWERP ST,42.36233402251364,-71.13838199250011,"(42.36233402251364, -71.13838199250011)"
4686,242005650,801,,ASSAULT - SIMPLE,E5,680,0,2024-01-21 17:56:00+00,2024,1,Sunday   ,17,,CORINTH STREET,,,
4690,242005555,423,,ASSAULT - AGGRAVATED,A1,64,0,2024-01-21 10:16:00+00,2024,1,Sunday   ,10,,CHARLES ST,42.36192745368984,-71.07082020131229,"(42.361927453689844, -71.07082020131229)"
4704,242005531,423,,ASSAULT - AGGRAVATED,D4,623,0,2024-01-21 08:50:00+00,2024,1,Sunday   ,8,,COMMONWEALTH AVE,42.34877531951968,-71.09606859833355,"(42.34877531951968, -71.09606859833355)"
4715,232105817,423,,ASSAULT - AGGRAVATED,B2,280,0,2023-12-29 01:04:00+00,2023,12,Friday   ,1,,DUDLEY ST,42.32872544225124,-71.08382273879404,"(42.32872544225124, -71.08382273879404)"
4720,232105823,301,,ROBBERY,E5,664,0,2023-12-29 05:43:00+00,2023,12,Friday   ,5,,WASHINGTON ST,42.29202500181359,-71.12219043489026,"(42.292025001813585, -71.12219043489026)"
4731,242011632,724,,AUTO THEFT,A7,16,0,2024-02-12 09:38:00+00,2024,2,Monday   ,9,,E EAGLE ST,42.38132453142911,-71.02804042233107,"(42.38132453142911, -71.02804042233107)"
4751,242005377,801,,ASSAULT - SIMPLE,A1,103,0,2024-01-20 16:19:00+00,2024,1,Saturday ,16,,WASHINGTON ST,42.35680027278679,-71.05893069821927,"(42.356800272786785, -71.05893069821927)"
4754,242005312,724,,AUTO THEFT,A7,16,0,2024-01-20 10:15:00+00,2024,1,Saturday ,10,,E EAGLE ST,42.38132453142911,-71.02804042233107,"(42.38132453142911, -71.02804042233107)"
4763,242005396,423,,ASSAULT - AGGRAVATED,A7,23,0,2024-01-20 16:52:00+00,2024,1,Saturday ,16,,MERIDIAN ST,42.3759441792169,-71.03911821939273,"(42.3759441792169, -71.03911821939273)"
4796,242011431,801,,ASSAULT - SIMPLE,D4,171,0,2024-02-11 09:34:00+00,2024,2,Sunday   ,9,,HARRISON AVE,42.33555908402437,-71.07436417032167,"(42.33555908402437, -71.07436417032167)"
4797,242011942,423,,ASSAULT - AGGRAVATED,A1,117,0,2024-02-13 01:33:00+00,2024,2,Tuesday  ,1,,LAGRANGE ST,42.351571735683095,-71.06353974623725,"(42.351571735683095, -71.06353974623725)"
4805,242011630,801,,ASSAULT - SIMPLE,B3,465,0,2024-02-12 07:28:00+00,2024,2,Monday   ,7,,HAVELOCK ST,42.28631256516329,-71.09218480236326,"(42.28631256516329, -71.09218480236326)"
4832,242011833,301,,ROBBERY,C11,459,0,2024-02-12 17:31:00+00,2024,2,Monday   ,17,,WASHINGTON ST,42.30422130760765,-71.07918520814748,"(42.30422130760765, -71.07918520814748)"
4853,242011296,801,,ASSAULT - SIMPLE,B2,239,0,2024-02-10 18:16:00+00,2024,2,Saturday ,18,,RAMSEY ST,42.31800259080805,-71.06480584412138,"(42.31800259080805, -71.06480584412138)"
4856,242011931,423,,ASSAULT - AGGRAVATED,A1,115,0,2024-02-12 23:45:00+00,2024,2,Monday   ,23,,KNEELAND ST,42.349740630481655,-71.05801663972068,"(42.349740630481655, -71.05801663972068)"
4875,242011390,801,,ASSAULT - SIMPLE,A1,122,0,2024-02-11 01:12:00+00,2024,2,Sunday   ,1,,TREMONT ST,42.35079859746119,-71.06500823059476,"(42.350798597461186, -71.06500823059476)"
4879,242011140,801,,ASSAULT - SIMPLE,A1,111,0,2024-02-10 08:00:00+00,2024,2,Saturday ,8,,BOYLSTON ST,42.35231142441357,-71.06370557218405,"(42.35231142441357, -71.06370557218405)"
4904,232090354,801,,ASSAULT - SIMPLE,E18,478,0,2023-11-07 02:30:00+00,2023,11,Tuesday  ,2,,KENNEBEC ST,42.271160316664826,-71.10814940857618,"(42.271160316664826, -71.10814940857618)"
4908,232090030,724,,AUTO THEFT,E18,520,0,2023-10-29 09:00:00+00,2023,10,Sunday   ,9,,HYDE PARK AVE,42.256215542554976,-71.12402029533455,"(42.256215542554976, -71.12402029533455)"
4916,232089835,423,,ASSAULT - AGGRAVATED,B3,434,0,2023-11-05 10:44:00+00,2023,11,Sunday   ,10,,STANTON ST,42.28411328449855,-71.07938782790185,"(42.284113284498545, -71.07938782790185)"
4920,232089818,801,,ASSAULT - SIMPLE,D4,138,0,2023-11-05 10:36:00+00,2023,11,Sunday   ,10,,BOYLSTON ST,42.349801292558446,-71.07841028987967,"(42.349801292558446, -71.07841028987967)"
4935,232090149,801,,ASSAULT - SIMPLE,B3,432,0,2023-11-06 13:40:00+00,2023,11,Monday   ,13,,WOODROW AVE,42.28756406841837,-71.0822384650053,"(42.28756406841837, -71.0822384650053)"
4942,242011605,301,,ROBBERY,D4,953,0,2024-02-12 00:00:00+00,2024,2,Monday   ,0,,WASHINGTON ST,42.33721169929796,-71.07597656510661,"(42.33721169929796, -71.07597656510661)"
4946,242011123,423,,ASSAULT - AGGRAVATED,A1,123,0,2024-02-10 05:19:00+00,2024,2,Saturday ,5,,WASHINGTON ST,42.34997208975044,-71.06348864456444,"(42.34997208975044, -71.06348864456444)"
4952,242011598,801,,ASSAULT - SIMPLE,E5,822,0,2024-02-12 02:13:00+00,2024,2,Monday   ,2,,MARGARETTA DR,42.257561729210366,-71.14578308921321,"(42.257561729210366, -71.14578308921321)"
5001,232072785,801,,ASSAULT - SIMPLE,A1,70,0,2023-09-09 02:15:00+00,2023,9,Saturday ,2,,CHARLES ST,42.35739544023947,-71.07008920114313,"(42.35739544023947, -71.07008920114313)"
5013,242011929,801,,ASSAULT - SIMPLE,A1,76,0,2024-02-12 23:19:00+00,2024,2,Monday   ,23,,"ANTHONY RIP VALENTI WAY & FRIEND ST
BOSTON, MA 021",42.363985522314536,-71.06047244797759,"(42.363985522314536, -71.06047244797759)"
5021,242011754,724,,AUTO THEFT,C11,355,0,2024-02-12 15:04:00+00,2024,2,Monday   ,15,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
5026,242012630,801,,ASSAULT - SIMPLE,D4,167,0,2024-02-15 14:40:00+00,2024,2,Thursday ,14,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
5045,232066269,801,,ASSAULT - SIMPLE,A1,,0,2023-08-19 00:30:00+00,2023,8,Saturday ,0,,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
5052,232066242,801,,ASSAULT - SIMPLE,D4,,0,2023-08-18 23:11:00+00,2023,8,Friday   ,23,,"BROOKLINE AVE & JERSEY ST
BOSTON, MA 02215
UNITED ",42.3468195345516,-71.09894260729543,"(42.3468195345516, -71.09894260729543)"
5067,232066419,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,,0,2023-08-18 06:53:00+00,2023,8,Friday   ,6,,COMMONWEALTH AVE,42.34895670617434,-71.09701162964993,"(42.34895670617434, -71.09701162964993)"
5069,232066476,801,,ASSAULT - SIMPLE,A1,,0,2023-08-19 19:00:00+00,2023,8,Saturday ,19,,LEGENDS WAY,42.36643498675068,-71.06135455979765,"(42.366434986750676, -71.06135455979765)"
5081,232072607,301,,ROBBERY,A1,94,0,2023-09-06 14:18:00+00,2023,9,Wednesday,14,,FANEUIL HALL MARKETPLACE,42.360399114447205,-71.0548288951776,"(42.360399114447205, -71.0548288951776)"
